YEAR,MM,DD, HH,MM, SS  ,LATITUDE, LONG. ,DEPTH,ERR, MAG,MT,Q, Io, Area,ST, Locality              ,(Reference) Comments
2004,06,24, 12,18, 32.5, -26.210,-61.870, 44.0, 30, 3.4, 5,I,  -,     ,AR,Argentina              ,(SJA/INPRES)
2004,07,06, 14,44,   16,  -3.200,-72.920, 15.0, 40, 4.0, 0,I,  -,     ,AC,Peru/Brasil            ,(ISC)
2004,08,24, 08,14,   49,  -4.370,-38.480,  0.0, 10, 3.3, 1,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG)
2004,09,06, 20,13,   28, -17.200,-56.200,  0.0,100, 2.8, 1,I,  -,     ,MT,SE-Poconeh             ,(IAG)
2004,09,18, 08,44,     ,  -5.460,-35.690,  0.0, 10, 2.6, 1,I,  -,     ,RN,Pureza                 ,(UFRN)
2004,11,25, 13,10,   36, -21.220,-50.470,  0.0, 50, 3.2, 5,I,  -,     ,SP,ARACATUBA              ,(IPT)
2004,12,26, 00,39,   53, -16.220,-55.950,  0.0, 20, 3.2, 1,I,  3,     ,MT,Barao Melgaco          ,(IAG)
2004,12,27, 14,24,   05, -22.230,-44.800,  0.0, 20, 2.2, 1,I,  -,     ,SP,             CRUZEIRO  ,(ESAR) 
2005,03,11, 05,38,   26, -21.060,-48.500,  0.0,  1, 2.7, 1,I,  4,     ,SP,Bebedouro              ,(IAG;UNESP-RC) 
2005,03,23, 21,11, 59.7, -11.600,-56.760,  3.0,  4, 5.0, 0,I,5-6,     ,MT,Pto. dos Gauchos       ,(UnB; Barros etal.2009) pGT H.O.=AK135   
2005,03,30, 11,41,   44, -21.060,-48.500,  1.0,  1, 2.9, 1,I,  5,  0.7,SP,Bebedouro              ,(IAG;UNESP-RC) 
2005,04,02, 15,25,   17, -21.060,-48.500,  1.0,  1, 2.8, 1,I,  5,     ,SP,Bebedouro              ,(IAG;UNESP-RC) 
2005,04,03, 13,44,   59,  -8.800,-33.190,  0.0, 50, 3.0, 1,I,  -,     ,PE,Margem Cont.           ,(IAG;UFRN)
2005,04,08, 23,34,   22, -21.030,-47.290,  0.0, 30, 3.1, 1,I,  -,     ,SP,SBenedAreias           ,(IAG;IPT) 
2005,06,06, 05,01,     ,  -4.350,-38.360,  0.0, 10, 3.0, 1,I,  -,     ,CE,Chorozinho             ,(UFRN)
2005,06,18, 11,10,     ,  -4.350,-38.360,  0.0, 10, 3.1, 1,I,  -,     ,CE,Chorozinho             ,(UFRN)
2005,06,27, 14,37,     ,  -5.710,-37.860,  0.0,  5, 2.3, 1,I,  -,     ,RN,Apodi                  ,(UFRN)
2005,07,10, 08,07,   03, -16.810,-54.960,  0.0, 30, 3.0, 1,I,  -,     ,MT,Anhumas                ,(IAG)
2005,07,20, 16,43,   06, -11.600,-56.780,  0.0, 30, 4.3, 1,I,  4,     ,MT,Porto dos Gauchos      ,(UnB;IAG) 
2005,07,23,   ,  ,     ,  -5.710,-37.860,  0.0,  5, 2.0, 1,I,  -,     ,RN,Apodi                  ,(UFRN)
2005,08,26, 13,57,     ,  -5.890,-37.310,  0.0, 10, 2.0, 1,I,  -,     ,RN,Campo Grande           ,(UFRN) ex Augusto Severo 
2005,09,24, 20,38,   01, -11.880,-57.400,  0.0, 30, 3.9, 1,I,  -,     ,MT,P.Gauchos              ,(IAG)
2005,12,14, 11,40,     ,  -5.560,-35.570,  0.0, 10, 2.0, 1,I,  -,     ,RN,Taipu                  ,(UFRN) sentido
2005,12,26, 13,41,   45, -25.030,-45.260,  0.0, 50, 2.0, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2005,12,31, 05,32,   46, -22.530,-46.770,  0.0, 50, 2.1, 1,I,  -,     ,SP,          SERRA NEGRA  ,(ESAR) 
2006,01,03, 19,29,   52, -21.690,-42.380,  0.0, 50, 2.1, 1,I,  -,     ,MG,            LEOPOLDINA ,(ESAR) 
2006,01,04, 22,54,   37, -24.410,-50.700,  0.0, 20, 4.1, 1,I,  4, 13.0,PR,Telem.Borba            ,(IAG;UNESP-RC;IPT;UnB)   
2006,01,04, 22,56,   10, -24.430,-50.700,  0.0, 20, 3.3, 1,I,  -,     ,PR,Telem.Borba            ,(IAG;UNESP-RC;IPT;UnB)     
2006,01,08, 01,54,   55, -10.070,-36.930,  0.0, 10, 3.4, 1,I,  5,     ,AL,Sao Bras               ,(UnB;UFRN;IAG)2 replicas
2006,01,10, 19,03,   41, -21.640,-46.860,  0.0, 30, 3.0, 1,I,  2,     ,SP,S.Jose do Rio Pardo    ,(IAG;UnB;UNESP-RC;IPT)   
2006,01,16,   ,  ,     ,  -7.330,-35.330,  0.0, 10, 2.6, 1,I,  -,     ,PB,Itabaiana              ,(UFRN)     
2006,02,24, 07,42,     , -14.150,-47.480,  0.0, 30, 2.6, 1,I,4-5,     ,GO,Alto Paraiso           ,(UnB)
2006,02,28, 08,18,   40, -13.040,-48.430,  0.0, 30, 2.7, 1,I,  5,     ,TO,Palmeiropoli           ,(UnB)
2006,03,22, 14,03,   00, -21.410,-50.080,  0.0, 10, 2.5, 1,I,3-4,     ,SP,Penapolis              ,(UNESP-RC)
2006,03,29,   ,  ,     , -14.180,-40.110,  0.0, 10, 3.7, 4,C,5-6,     ,BA,Jequieh                ,(UFRN) Oriente Novo; varios desde jan
2006,04,04, 04,00,   57, -20.950,-45.710,  0.0, 30, 2.5, 1,I,  -,     ,MG,CarmoR.Claro           ,(IAG;IPT) 
2006,04,10, 17,11,   13, -21.050,-45.400,  0.0, 30, 2.7, 1,I,  -,     ,MG,Aguanil                ,(IAG;IPT) 
2006,04,22, 02,29,   19, -16.310,-53.300,  0.0, 50, 2.8, 5,I,  -,     ,MT,Guiratinga             ,(IAG)
2006,05,14, 14,07,   46, -16.720,-42.580,  0.0,  5, 3.0, 1,I,  -,     ,MG,Irapeh                 ,(UnB) induzido por reservatorio    
2006,05,18, 23,41,     ,  -8.260,-36.160,  0.0,  5, 2.5, 1,I,  -,     ,PE,Sao Caetano            ,(UFRN) 
2006,05,20, 04,26, 05.6,  -8.260,-36.160,  6.0,  4, 3.9, 1,I,5-6,     ,PE,Sao Caetano            ,(UFRN; Neto_etal.2009) RCBR-mR=3.77; IDC=
2006,06,08, 16,29,   13,   4.880,-51.960,  3.0, 15, 5.2, 0,I,  -,     ,AP,Caiena                 ,(ISC;UnB;IAG) Oiapoque IIMM    
2006,06,14, 07,30,     ,  -4.410,-38.290,  0.0,  2, 2.6, 1,I,  -,     ,CE,Cascavel               ,(UFRN)    
2006,06,17, 01,11,   57, -22.230,-51.260,  0.0, 20, 3.2, 1,I,4-5,     ,SP,Regente Feijo          ,(IAG;UnB;UNESP-RC;IPT)   
2006,06,28, 08,00,     ,  -4.410,-38.290,  0.0,  2, 3.1, 1,I,  -,     ,CE,Cascavel               ,(UFRN)    
2006,07,01, 14,39,   04, -21.080,-46.710,  0.0, 60, 2.1, 1,I,  -,     ,MG,                JACUI  ,(ESAR) 
2006,07,20, 17,20,     ,  -8.260,-36.160,  0.0,  5, 3.3, 1,I,  -,     ,PE,Sao Caetano            ,(UFRN)
2006,08,30,   ,  ,     , -10.510,-37.060,  0.0, 10, 2.5, 5,I,  -,     ,SE,Capela                 ,(UFRN) sentido    
2006,09,01, 13,55,     ,  -8.260,-36.160,  0.0,  5, 3.6, 1,I,  -,     ,PE,Sao Caetano            ,(UFRN)    
2006,09,02, 23,56,     ,  -5.000,-35.000,  0.0, 30, 4.0, 1,I,  -,     ,RN,Plataforma             ,(UFRN) sentido em Natal  
2006,11,16, 08,08,   06, -22.280,-39.780,  0.0, 30, 2.9, 1,I,  -,     ,RJ,Margem Cont.           ,(IAG)
2006,11,26, 02,11,   57, -22.040,-40.250,  0.0, 30, 3.6, 1,I,  -,     ,RJ,Margem Cont.           ,(IAG;UnB;IPT)
2007,03,12, 15,00,   00, -19.950,-44.160,  0.0, 50, 2.2, 5,I,  -,     ,MG,BETIM                  ,(UnB)
2007,03,20, 13,38,52.84,  -8.264,-36.161,  5.0,  1, 3.9, 1,I,  -,     ,PE,Sao Caetano            ,(UFRN=3.9;IAG=3.8; 5-sta local net)
2007,03,20, 14,22,     ,  -8.260,-36.160,  0.0,  5, 3.4, 1,I,  -,     ,PE,Sao Caetano            ,(UFRN) 
2007,03,23, 04,41,     ,  -8.260,-36.160,  0.0,  5, 2.6, 1,I,  -,     ,PE,Sao Caetano            ,(UFRN) 
2007,03,26, 00,44,   17,  -8.260,-36.160,  0.0,  5, 3.3, 1,I,  -,     ,PE,Sao Caetano            ,(UFRN=3.1;IAG=3.4)
2007,03,27, 19,45,   49, -26.660,-46.880,  0.0, 30, 3.5, 1,I,  -,     ,SC,Margem Cont.           ,(IAG;UnB;IPT)
2007,03,28, 15,04,   00,  -8.330,-36.580,  0.0, 30, 2.8, 1,I,  -,     ,PE,Belo Jardim            ,(IAG=2.8)
2007,04,15, 02,00,     ,  -3.230,-40.130,  0.0, 30, 2.9, 1,I,  -,     ,CE,Morrinhos              ,(UnB)
2007,05,13, 13,00,   55, -21.060,-48.500,  0.0, 50, 2.2, 5,I,  -,     ,SP,BEBEDOURO              ,(IAG;UNESP)
2007,05,24, 15,30,   58, -15.000,-44.300,  0.0, 10, 3.8, 1,I,4-5,     ,MG,Januaria               ,(IAG=3.5;UnB=3.5USGS=4.4h=10G)
2007,06,25, 02,26,   38,  -5.280,-38.280,  0.0,  5, 2.1, 1,I,  -,     ,CE,Castanhao              ,(UFRN)
2007,07,10, 09,29,   25,  -5.280,-38.280,  0.0,  5, 2.3, 1,I,  -,     ,CE,Castanhao              ,(UFRN)
2007,07,14, 05,33,   32, -19.560,-46.290,  0.0,  5, 3.5, 1,I,3-4,     ,MG,Ibia;Pratinha          ,(UnB;IAG;UNESP-RC;IPT) 
2007,07,18,   ,  ,     ,  -7.630,-72.670,  0.0,  5, 3.0, 4,C,  4,     ,AC,CruzeiroSul            ,(IAG)
2007,07,27, 18,37,     , -21.950,-48.680,  0.0,  0, 2.5, 5,I,  3,     ,SP,Bariri                 ,(UNESP-RC;IAG) 
2007,09,05, 04,09,   08, -24.620,-43.280,  0.0, 40, 2.3, 1,I,  -,     ,RJ,            PLAT. CONT ,(ESAR) 
2007,09,13, 10,40,   02,  -5.920,-38.050,  5.0,  2, 3.2, 1,I,  5,     ,RN,Tabuleiro Grande       ,(UFRN;IAG:ITR=3.3)
2007,10,25, 22,30,     , -11.350,-41.660,  0.0, 20, 3.0, 4,C,  4,     ,BA,Joao Dourado           ,(Jornal.....)
2007,10,31, 21,15,   55,   3.500,-48.120,  0.0, 10, 5.1, 0,I,  -,     ,AP,Plat. Continental      ,(USGS) 
2007,12,09, 02,03,28.36, -15.033,-44.295,  0.7,  2, 4.9, 0,I,  7, 11.2,MG,Itacarambi             ,(ISC; Chimpliganond etal.2010) GT5
2008,01,16, 20,23,   45, -22.000,-40.100,  0.0, 50, 2.6, 5,I,  -,     ,RJ,PLAT. CONT             ,(IAG)
2008,01,28, 15,46,     ,  -3.630,-40.510,  0.0,  5, 2.5, 1,I,  3,     ,CE,S.da Meruoca           ,(UFRN)
2008,02,02, 22,36,     ,  -3.630,-40.510,  0.0,  5, 2.8, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN)varios evts.
2008,02,08, 19,05,   14, -24.560,-44.890,  0.0, 20, 3.9, 1,I,  -,     ,SP,Plataf.Cont.           ,(IAG;UNESP-RC)
2008,02,15, 18,00,     ,  -6.140,-39.880,  0.0,  5, 2.3, 1,I,2-3,     ,CE,Catarina               ,(UFRN;Diario do Nordeste)
2008,02,17, 01,57,     ,  -3.630,-40.510,  0.0,  5, 3.7, 1,I,  4,  S.d,CE, Meruoca           (UFR,N;UnB)
2008,02,29, 04,48,     ,  -3.630,-40.510,  0.0,  5, 3.7, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN) muitos tremores...
2008,03,01, 00,58,     ,  -3.630,-40.510,  0.0,  5, 3.4, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN)
2008,03,04, 11,45,     ,  -3.630,-40.510,  0.0,  5, 2.4, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN)
2008,03,05, 20,03,     ,  -3.630,-40.510,  0.0,  5, 2.8, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN)
2008,03,10, 18,17,   42, -23.720,-46.320,  0.0, 40, 2.1, 1,I,  -,     ,SP,       RIBEIRAO PIRES  ,(ESAR) 
2008,03,15, 03,32,   30, -24.990,-45.370,  0.0, 50, 2.2, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2008,03,19, 22,12,     , -15.070,-44.090,  1.0,  5, 3.8, 1,I,  -,     ,MG,Itacarambi             ,(UnB) mag Chimpliganond-2010
2008,03,21, 06,20,     ,  -3.630,-40.510,  0.0,  5, 2.9, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN)
2008,03,21, 11,16,     ,  -3.630,-40.510,  0.0,  5, 2.2, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN)
2008,04,04, 17,07,     ,  -3.630,-40.510,  0.0,  5, 3.5, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN) mag=3.9? mR=2.8; conferir!!!
2008,04,08, 17,31,   13, -23.590,-46.330,  0.0, 40, 2.2, 1,I,  -,     ,SP,       RIBEIRAO PIRES  ,(ESAR) 
2008,04,20, 06,39,   54, -24.800,-40.890,  0.0, 10, 3.6, 1,I,  -,     ,SP,Plataf.Continental     ,(IAG;IPT)
2008,04,23, 00,00,   48, -25.700,-45.410, 17.0, 10, 5.2, 1,I,4-5, 720.,SP,Plataforma Continental ,(IAG;IPT;UnB;UNESP)
2008,04,23, 00,19,   42, -25.700,-45.410,  0.0, 50, 2.1, 5,I,  -,     ,SP,Plat. Continental      ,(IPT) replica
2008,04,23, 00,16,   52, -25.700,-45.410,  0.0, 50, 2.7, 5,I,  -,     ,SP,Plat. Continental      ,(IPT) replica
2008,05,01, 08,36,     ,  -3.630,-40.510,  0.0,  5, 3.1, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN)
2008,05,03, 09,09,   55, -22.480,-39.890,  0.0, 30, 3.4, 1,I,  -,     ,RJ,Plataf.Cont.           ,(IAG;IPT)
2008,05,13, 19,48,   12, -23.720,-46.300,  0.0, 40, 2.0, 1,I,  -,     ,SP,       RIBEIRAO PIRES  ,(ESAR) 
2008,05,15, 20,07,   05, -21.430,-42.640,  0.0, 50, 2.1, 1,I,  -,     ,MG,           CATAGUASES  ,(ESAR) 
2008,05,21, 19,23,59.35,  -3.630,-40.510,  5.0,  5, 3.8, 2,I,  -,     ,CE,S.da Meruoca           ,(UFRN;UnB;IAG) mb_ISC=3.65 mR_IAG=3.92
2008,05,21, 19,28,   16,  -3.630,-40.510,  0.0,  5, 3.9, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN;UnB;IAG) mesmo evento?
2008,05,22, 21,01,     ,  -3.630,-40.510,  0.0,  5, 3.0, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN)
2008,06,14, 12,00,     , -28.900,-51.350,  0.0,  1, 3.3, 1,I,  -,     ,RS,NovaRoma Sul           ,(UFRS)
2008,07,31, 03,12,   06, -13.730,-44.730,  0.0, 45, 2.9, 1,I,  -,     ,BA,Correntina             ,(UnB)
2008,09,11, 12,35,   27,  -3.630,-40.510,  0.0,  5, 2.4, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN;UnB)
2008,09,15, 17,14,   43,  -3.630,-40.510,  0.0,  5, 2.4, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN;UnB)
2008,09,19, 11,39,   50,  -3.630,-40.510,  0.0,  5, 2.1, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN;UnB)
2008,09,29, 15,19,   20, -19.900,-47.330,  0.0, 20, 3.1, 1,I,4-5,  Ube,MG,aba                (UnB,)
2008,10,07, 21,51,   09, -17.170,-56.240,  0.0, 20, 3.4, 1,I,  -,     ,MT,B.de Melgaco           ,(UnB)
2008,10,12, 19,29,   41,  -3.630,-40.510,  0.0,  5, 2.4, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN;UnB)
2008,10,26, 19,09,   42,  -3.630,-40.510,  0.0,  5, 2.2, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN;UnB)
2008,11,10, 06,56,   57, -29.020,-51.060,  0.0,  1, 3.0, 1,I,  3,  Cax,RS,as do Sul          (UFR,S)
2008,12,15,   ,  ,     , -16.700,-44.900,  0.0,101, 2.3, 1,I,  -,     ,MG,Mtes.Claros            ,(UnB)
2008,12,15, 20,36,   57, -23.630,-45.790,  0.0, 30, 2.1, 1,I,  -,     ,SP,          SALESOPOLIS  ,(ESAR) 
2008,12,19,   ,  ,     ,  -3.630,-40.510,  0.0,  5, 3.5, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN)
2008,12,19, 22,55,   20, -31.660,-49.580,  0.0, 25, 3.9, 0,I,  -,     ,RS,Plataforma Torres      ,(ISC)
2009,01,15,   ,  ,     , -16.700,-44.900,  0.0,101, 2.2, 1,I,  -,     ,MG,Mtes.Claros            ,(UnB)
2009,01,31, 02,50,   59, -13.730,-44.740, 11.0, 30, 2.6, 1,I,  -,     ,BA,Correntina             ,(UnB)
2009,02,09, 14,45,     ,  -3.630,-40.510,  0.0,  5, 3.5, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN;UnB)
2009,02,23, 19,19,   41, -24.420,-45.770,  0.0, 40, 2.3, 1,I,  -,     ,RJ,            PLAT. CONT ,(ESAR) 
2009,03,05, 01,10,   46, -24.280,-44.590,  0.0, 30, 2.2, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2009,03,09, 14,26,   20, -20.560,-44.870,  0.0, 50, 2.8, 5,I,  -,     ,MG,CARMO DA MATA          ,(UnB)
2009,03,09, 16,46,   49, -24.000,-45.860,  0.0, 40, 2.4, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2009,03,11, 17,59,   27, -24.470,-45.920,  0.0, 40, 2.4, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2009,03,18, 16,50,   08,  -3.630,-40.510,  5.0,  5, 2.5, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN;UnB)
2009,03,20,   ,  ,     ,  -3.630,-40.510,  5.0,  5, 2.2, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN) a conferir
2009,03,22, 23,55,     ,  -3.630,-40.510,  5.0,  5, 2.5, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN)
2009,03,29, 20,00,   00, -19.800,-44.000,  0.0, 50, 2.8, 5,I,  -,     ,MG,SAO JOSE DA LAPA       ,(UnB)
2009,03,31, 15,43,   06, -24.670,-44.960,  0.0, 40, 2.2, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2009,04,03, 03,39,   51, -11.650,-48.610,  5.0, 30, 3.2, 1,I,  -,     ,TO,Peixe                  ,(UnB)
2009,04,17, 08,55,   33,  -3.620,-40.530,  5.0, 10, 2.6, 1,I,  -,     ,CE,Alcantaras             ,(UnB)
2009,04,30, 20,21,   52, -23.290,-46.280,  0.0, 40, 2.4, 1,I,  -,     ,SP,            STA ISABEL ,(ESAR) 
2009,05,27, 19,19,   51,  -3.620,-40.530,  5.0, 10, 2.2, 1,I,  -,     ,CE,Alcantaras             ,(UnB)
2009,05,27, 23,30,   34,  -3.620,-40.530,  5.0, 10, 2.3, 1,I,  -,     ,CE,Alcantaras             ,(UnB)
2009,06,08, 17,16,   04, -24.740,-48.120,  0.0, 50, 2.9, 5,I,  -,     ,SP,CAJATI                 ,(IAG)
2009,06,11, 06,47,   42,  -4.190,-38.700,  5.0, 10, 2.6, 1,I,  -,     ,CE,Acarape                ,(UnB;UFRN) UFRN m=1.9
2009,06,15, 22,15,   45, -18.490,-55.800,  6.0, 10, 4.8, 0,I,  5, 270.,MS,Coxim                  ,(USGS;IAG)
2009,06,20, 14,53,   07, -24.720,-45.570,  0.0, 40, 2.2, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2009,06,30, 06,39,   56, -11.620,-56.700,  5.0, 10, 3.0, 1,I,  -,     ,MT,Tabapora               ,(UnB)
2009,07,01, 14,59,   52, -24.780,-45.320,  0.0, 40, 2.2, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2009,07,08, 16,57,   43,  -3.630,-40.510,  5.0,  5, 2.4, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN;UnB)
2009,07,08, 17,05,     ,  -3.630,-40.510,  5.0,  5, 2.6, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN)
2009,07,11, 18,30,   22, -24.030,-45.900,  0.0, 40, 2.4, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2009,07,19, 19,46,     ,  -3.630,-40.510,  5.0,  5, 2.2, 1,I,  -,     ,CE,S.da Meruoca           ,(UFRN
2009,07,24, 06,07,   13, -11.620,-56.700,  5.0, 10, 3.1, 1,I,  -,     ,MT,Tabapora               ,(UnB)
2009,07,31, 14,28,   57,  -3.620,-40.530,  5.0, 10, 2.5, 1,I,  -,     ,CE,Alcantaras             ,(UnB)
2009,07,31, 20,55,   21,  -3.620,-40.530,  5.0, 10, 3.4, 1,I,  -,     ,CE,Alcantaras             ,(UnB)
2009,08,01, 14,53,   29, -21.600,-46.890,  0.0, 50, 2.2, 5,I,  -,     ,SP,SAO JOSE DO RIO PARDO  ,(UNESP)
2009,09,03, 15,39,   12, -23.910,-45.850,  0.0, 30, 2.4, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2009,09,07, 00,18,     , -23.450,-45.510,  0.0,  2, 3.3, 1,I,  -,     ,SP,Paraibuna              ,(IPT;UNESP-RC;IAG-ESAR)
2009,09,07, 22,14,   17,  -3.070,-40.730,  5.0, 30, 2.6, 1,I,  -,     ,CE,Granja-Parazinho       ,(UnB)
2009,09,08, 07,16,   59,  -4.620,-38.160,  0.0,  5, 2.6, 1,I,  3,     ,CE,BeberiPalhano          ,(UFRN;IAG)
2009,09,09, 04,11,   46,  -1.900,-61.430,  0.0, 50, 4.2, 1,I,  -,     ,RR,Roraima                ,(UnB)
2009,09,10, 16,59,   57, -24.930,-43.850,  0.0, 40, 3.1, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2009,09,23, 05,27,   37, -15.060,-44.260,  5.0,  5, 2.8, 1,I,  -,     ,MG,Itacarambi             ,(UnB)
2009,10,07, 10,12,   11, -15.060,-44.260,  5.0,  5, 2.5, 1,I,  -,     ,MG,Itacarambi             ,(UnB)
2009,10,09, 09,40,   16, -11.620,-56.700,  5.0, 40, 2.6, 1,I,  -,     ,MT,PortoGauchos           ,(UnB)~40km Tabapora-MT
2009,10,23, 08,13,   51, -24.170,-43.200,  0.0, 40, 3.0, 1,I,  -,     ,RJ,            PLAT. CONT ,(ESAR) 
2009,10,27, 00,45,   27,  -3.760,-40.330,  5.0, 10, 2.6, 1,I,  4,     ,CE,Sobral                 ,(UFRN;UnB)
2009,10,31, 17,41,   44, -24.060,-46.040,  0.0, 40, 2.4, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2009,11,03, 23,17,   08, -21.670,-50.170,  0.0, 50, 2.1, 5,I,  -,     ,SP,ALTO ALEGRE            ,(IAG;UNESP)
2009,11,05, 18,56,   19, -24.180,-45.980,  0.0, 40, 2.4, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2009,11,10, 17,40,   52, -27.500,-56.700, 15.0, 30, 3.5, 5,I,  3,     ,AR,Sur de Paraguay        ,(SJA/INPRES)
2009,11,23, 16,40,   51, -24.120,-45.830,  0.0, 40, 2.4, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2009,11,25, 09,43,     ,  -8.260,-35.960,  0.0,  5, 2.1, 1,I,  -,     ,PE,Caruaru                ,(UFRN;UnB)
2009,11,25, 14,22,   03, -24.340,-43.320,  0.0, 40, 2.5, 1,I,  -,     ,RJ,            PLAT. CONT ,(ESAR) 
2009,11,26, 22,55,   45,   0.760,-43.000,  5.0, 20, 4.0, 1,I,  -,     ,MA,PlatafContin.          ,(IAG)
2009,11,29, 22,05,   15, -26.160,-57.630, 32.0, 30, 4.5, 5,I,  3,     ,PY,Lag.Ypoa; Paraguay     ,(SJA/INPRES)
2009,12,02, 02,39,   31, -10.370,-52.710,  5.0, 20, 3.5, 1,I,  -,     ,MT,Sta.Cruz Xingu         ,(UnB)
2009,12,19, 17,48,   28, -24.230,-46.150,  0.0, 40, 2.7, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2009,12,21, 08,25,     ,  -3.550,-40.650,  0.0, 10, 2.9, 1,I,  -,     ,CE,Coreauh                ,(UFRN)
2009,12,29, 18,54,   53, -24.270,-46.120,  0.0, 40, 2.7, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2009,12,30, 16,41,   33,  -2.330,-59.760,  5.0, 20, 3.0, 1,I,  -,     ,AM,PresFigueired          ,(UnB)
2010,01,02, 03,28,   42,  -3.550,-40.650,  5.0, 10, 2.7, 1,I,  -,     ,CE,Coreau                 ,(UFRN;UnB)
2010,01,09, 18,18,   39,  -5.550,-35.660, 10.0,  5, 3.5, 1,I,  -,     ,RN,Taipu                  ,(UFRN;UnB)
2010,01,11, 15,54,   30,  -5.550,-35.660, 10.0,  5, 4.3, 1,I,  -,     ,RN,Taipu                  ,(UFRN;UnB;ISC-mb4.1)Sent=Natal;Recife;Par
2010,01,13, 02,06,   52, -11.620,-56.700,  5.0, 10, 2.9, 1,I,  -,     ,MT,Porto Gauchos          ,(UnB) ~40km Tabapora-MT
2010,01,17, 22,38,   15, -11.620,-56.700,  5.0, 10, 2.6, 1,I,  -,     ,MT,Porto Gauchos          ,(UnB) ~40km Tabapora-MT
2010,01,22, 07,48,   08, -14.400,-47.810,  0.0, 10, 3.2, 1,I,  -,     ,GO,Colinas doSul          ,(UnB)
2010,01,25, 02,17,   17, -16.220,-44.910,  0.0, 20, 3.3, 1,I,  -,     ,MG,IcaraideMinas          ,(UnB)
2010,01,28, 03,45,   29, -19.500,-43.950,  0.0, 10, 3.6, 1,I,  -,     ,MG,BeloHorizonte          ,(UnB)
2010,02,15, 18,50,   38, -24.340,-45.820,  0.0, 40, 2.4, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2010,02,24, 01,04,   13, -11.620,-56.700,  5.0, 10, 2.8, 1,I,  -,     ,MT,PortoGauchos           ,(UnB) ~40km de Tabapora-MT
2010,02,27, 09,35,   05, -11.620,-56.700,  5.0, 40, 3.5, 1,I,  -,     ,MT,PortoGauchos           ,(UnB) ~40km Tabapora-MT
2010,02,28, 02,21,     ,  -8.300,-36.150,  0.0,  5, 2.9, 1,I,  -,     ,PE,Sao Caetano            ,(UFRN)
2010,03,02, 01,46,   37, -11.620,-56.700,  5.0, 40, 2.5, 1,I,  -,     ,MT,PortoGauchos           ,(UnB) ~40km Tabapora-MT
2010,03,03, 21,00,     ,  -5.920,-38.050,  5.0,  2, 2.0, 1,I,  -,     ,RN,Tabol.Grande           ,(UFRN)
2010,03,03, 22,49,     ,  -8.460,-36.780,  0.0,  5, 2.0, 1,I,  -,     ,PE,Alagoinha              ,(UFRN)
2010,03,04, 19,51,   48, -24.310,-45.820,  0.0, 40, 2.4, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2010,03,06, 14,34,   34, -24.450,-45.720,  0.0, 40, 2.2, 1,I,  -,     ,SP,            PLAT. CONT ,(ESAR) 
2010,03,08, 23,14,     ,  -8.460,-36.780,  0.0,  5, 3.2, 1,I,  -,     ,PE,Alagoinha              ,(UFRN)
